x,y
4.984567901234568,43.05555555555556
3.9814814814814814,42.43827160493827
4.212962962962963,34.722222222222214
5.370370370370371,36.882716049382715
7.222222222222222,62.5
1.9598765432098766,48.14814814814815
8.132716049382715,58.17901234567901
5.679012345679012,40.27777777777778
5.864197530864198,47.68518518518518
2.4382716049382718,40.74074074074075
1.1111111111111112,38.27160493827161
2.623456790123457,33.641975308641975
3.5956790123456788,39.660493827160494
5.601851851851852,53.39506172839506
6.83641975308642,46.29629629629629
6.5432098765432105,40.27777777777778
3.533950617283951,35.49382716049382
4.351851851851852,47.68518518518518
4.12037037037037,36.882716049382715
5.694444444444445,42.129629629629626
9.027777777777779,60.95679012345679
